pool	jp	ko
abil	　　相手に{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ＣＰクラッシュ>{C1C}{C01}\n　相手ＣＰの中で\n　{C1C}{C04}一番多いクリスタル{C1C}{C01}を\n　{C1C}{C04}すべて{C1C}{C01}こわす。	　　상대에게 {C1C}{C04}２pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<ＣＰ크래시>{C1C}{C01}\n　상대ＣＰ 중에서\n　{C1C}{C04}가장 많은 크리스탈{C1C}{C01}을\n　{C1C}{C04}전부{C1C}{C01} 부순다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}{C1B}{C04}{C1B}{C04}\n\n　{C1C}{C04}<リフレク>{C1C}{C01}\n　相手の{C1C}{C04}こうげき能力{C1C}{C01}を\n　{C1C}{C04}２倍{C1C}{C01}にして\n　相手へ{C1C}{C04}返す{C1C}{C01}。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}{C1B}{C04}{C1B}{C04}\n\n　{C1C}{C04}<리플렉트>{C1C}{C01}\n　상대의 {C1C}{C04}공격 능력{C1C}{C01}을\n　{C1C}{C04}２배{C1C}{C01}로 해서\n　상대에게 {C1C}{C04}돌려준다{C1C}{C01}.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C04}{C1B}{C04}\n　　相手ＣＰの{C1B}{C03}の数\n　　×{C1C}{C04}３pt{C1C}{C01}のダメージを\n　　あたえる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C04}{C1B}{C04}\n　　상대ＣＰ의 {C1B}{C03} 수\n　　×{C1C}{C04}３pt{C1C}{C01}의 대미지를\n　　준다.
abil	　　相手に{C1C}{C04}４pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<カラーブースト>{C1C}{C01}\n　相手カードが{C1C}{C06}■{C1C}{C01}なら\n　こうげき力が{C1C}{C04}倍{C1C}{C01}になる。	　　상대에게 {C1C}{C04}４pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<컬러 부스트>{C1C}{C01}\n　상대 카드가 {C1C}{C06}■{C1C}{C01}라면\n　공격력이 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C04}{C1B}{C04}\n　　相手に{C1C}{C04}６pt{C1C}{C01}の\n　　ダメージをあたえる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C04}{C1B}{C04}\n　　상대에게 {C1C}{C04}６pt{C1C}{C01}의\n　　대미지를 준다.
abil	　　相手ＣＰの{C1B}{C03}の数\n　　×{C1C}{C04}１pt{C1C}{C01}のダメージを\n　　あたえる。\n\n　{C1C}{C04}<しびれ>{C1C}{C01}\n　次のターン相手は{C1C}{C07}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。	　　상대ＣＰ의 {C1B}{C03} 수\n　　×{C1C}{C04}１pt{C1C}{C01}의 대미지를\n　　준다.\n\n　{C1C}{C04}<마비>{C1C}{C01}\n　다음 턴 상대는 {C1C}{C07}●{C1C}{C01}의\n　대미지가 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C04}{C1B}{C04}{C1B}{C04}\n　　相手に{C1C}{C04}９pt{C1C}{C01}の\n　　ダメージをあたえる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C04}{C1B}{C04}{C1B}{C04}\n　　상대에게 {C1C}{C04}９pt{C1C}{C01}의\n　　대미지를 준다.
abil	　　相手に{C1C}{C04}１pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ＣＰブースト>{C1C}{C01}\n　自分ＣＰのクリスタルを\n　{C1C}{C04}すべて{C1C}{C01}{C1B}{C04}にする。	　　상대에게 {C1C}{C04}１pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<ＣＰ부스트>{C1C}{C01}\n　자신ＣＰ의 크리스탈을\n　{C1C}{C04}전부{C1C}{C01} {C1B}{C04}로 바꾼다.
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<プロテス>{C1C}{C01}\n　次のターン終了まで\n　自分のうけるダメージが\n　{C1C}{C04}１／２{C1C}{C01}になる。	　　상대에게 {C1C}{C04}３pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<프로테스>{C1C}{C01}\n　다음 턴 종료까지\n　자신이 받는 대미지가\n　{C1C}{C04}１／２{C1C}{C01}이 된다.
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<しびれ>{C1C}{C01}\n　次のターン相手は{C1C}{C07}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。	　　상대에게 {C1C}{C04}３pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<마비>{C1C}{C01}\n　다음 턴 상대는 {C1C}{C07}●{C1C}{C01}의\n　대미지가 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C03}{C1B}{C04}\n　　相手ＣＰの\n　　{C1B}{C01}{C1B}{C03}{C1B}{C04}の合計数\n　　×{C1C}{C04}１pt{C1C}{C01}のダメージを\n　　あたえる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C03}{C1B}{C04}\n　　상대ＣＰ의\n　　{C1B}{C01}{C1B}{C03}{C1B}{C04} 합계수\n　　×{C1C}{C04}１pt{C1C}{C01}의 대미지를\n　　준다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}\n　　相手ＣＰの\n　　{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}の合計数\n　　×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　　あたえる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}\n　　상대ＣＰ의\n　　{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04} 합계수\n　　×{C1C}{C04}２pt{C1C}{C01}의 대미지를\n　　준다.
abil	　　相手に{C1C}{C04}４pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<カラーブースト>{C1C}{C01}\n　相手カードが{C1C}{C03}■{C1C}{C01}なら\n　こうげき力が{C1C}{C04}倍{C1C}{C01}になる。	　　상대에게 {C1C}{C04}４pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<컬러 부스트>{C1C}{C01}\n　상대 카드가 {C1C}{C03}■{C1C}{C01}라면\n　공격력이 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C04}\n　　相手に{C1C}{C04}４pt{C1C}{C01}の\n　　ダメージをあたえる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C04}\n　　상대에게 {C1C}{C04}４pt{C1C}{C01}의\n　　대미지를 준다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C04}{C1B}{C04}\n　　相手に{C1C}{C04}５pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<スロウ>{C1C}{C01}\n　次のターン相手は必ず\n　{C1C}{C04}後攻{C1C}{C01}になる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C04}{C1B}{C04}\n　　상대에게 {C1C}{C04}５pt{C1C}{C01}의\n　　대미지를 준다.\n　{C1C}{C04}<슬로>{C1C}{C01}\n　다음 턴 상대는 반드시\n　{C1C}{C04}후공{C1C}{C01}이 된다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C04}{C1B}{C04}\n　　相手に{C1C}{C04}５pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<カラーブースト>{C1C}{C01}\n　相手カードが{C1C}{C03}■{C1C}{C01}なら\n　こうげき力が{C1C}{C04}倍{C1C}{C01}になる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C04}{C1B}{C04}\n　　상대에게 {C1C}{C04}５pt{C1C}{C01}의\n　　대미지를 준다.\n　{C1C}{C04}<컬러 부스트>{C1C}{C01}\n　상대 카드가 {C1C}{C03}■{C1C}{C01}라면\n　공격력이 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ピンチブースト>{C1C}{C01}\n　自分ののこり体力が\n　相手よりも{C1C}{C04}少なければ{C1C}{C01}\n　こうげき力が{C1C}{C04}倍{C1C}{C01}になる。	　　상대에게 {C1C}{C04}３pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<핀치 부스트>{C1C}{C01}\n　자신의 남은 체력이\n　상대보다 {C1C}{C04}적으면{C1C}{C01}\n　공격력이 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C04}{C1B}{C04}{C1B}{C04}\n　　自分ＣＰの{C1B}{C01}{C1B}{C02}{C1B}{C03}の数\n　　×{C1C}{C04}１pt{C1C}{C01}のダメージを\n　　あたえる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C04}{C1B}{C04}{C1B}{C04}\n　　자신ＣＰ의 {C1B}{C01}{C1B}{C02}{C1B}{C03} 수\n　　×{C1C}{C04}１pt{C1C}{C01}의 대미지를\n　　준다.
abil	　　相手に{C1C}{C04}４pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ピンチブースト>{C1C}{C01}\n　自分ののこり体力が\n　{C1C}{C04}５pt以下{C1C}{C01}ならば\n　こうげき力が{C1C}{C04}倍{C1C}{C01}になる。	　　상대에게 {C1C}{C04}４pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<핀치 부스트>{C1C}{C01}\n　자신의 남은 체력이\n　{C1C}{C04}５pt 이하{C1C}{C01}라면\n　공격력이 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C04}{C1B}{C04}\n　相手ＣＰの{C1B}{C01}の数×{C1C}{C04}３pt{C1C}{C01}\n　のダメージをあたえる。\n　ただし、自分ＣＰの{C1B}{C03}の\n　数×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　うける。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C04}{C1B}{C04}\n　상대ＣＰ의 {C1B}{C01} 수×{C1C}{C04}３pt{C1C}{C01}\n　의 대미지를 준다.\n　단,자신ＣＰ의 {C1B}{C03}의\n　수×{C1C}{C04}２pt{C1C}{C01}의 대미지를\n　받는다.
abil	　　{C1C}{C04}<マークブースト>{C1C}{C01}\n　　相手カードの\n　　{C1C}{C04}ガードアイコンの数{C1C}{C01}\n　　×{C1C}{C04}３pt{C1C}{C01}のダメージを\n　　あたえる。	　　{C1C}{C04}<마크 부스트>{C1C}{C01}\n　　상대 카드의\n　　{C1C}{C04}가드 아이콘 수{C1C}{C01}\n　　×{C1C}{C04}３pt{C1C}{C01}의 대미지를\n　　준다.
abil	　　相手に{C1C}{C04}７pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<ヘイスト>{C1C}{C01}\n　次のターン自分は必ず\n　{C1C}{C04}先攻{C1C}{C01}になる。	　　상대에게 {C1C}{C04}７pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<헤이스트>{C1C}{C01}\n　다음 턴 자신은 반드시\n　{C1C}{C04}선공{C1C}{C01}이 된다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C04}\n　　{C1C}{C04}自分ののこり体力の\n　　１／２{C1C}{C01}のダメージを\n　　あたえる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C04}\n　　{C1C}{C04}자신의 남은 체력의\n　　１／２{C1C}{C01}의 대미지를\n　　준다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C03}{C1B}{C04}{C1B}{C04}\n　相手ＣＰの{C1B}{C03}の数×{C1C}{C04}３pt{C1C}{C01}\n　のダメージをあたえる。\n　ただし、自分ＣＰの{C1B}{C02}の\n　数×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　うける。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C03}{C1B}{C04}{C1B}{C04}\n　상대ＣＰ의 {C1B}{C03} 수×{C1C}{C04}３pt{C1C}{C01}\n　의 대미지를 준다.\n　단,자신ＣＰ의 {C1B}{C02}의\n　수×{C1C}{C04}２pt{C1C}{C01}의 대미지를\n　받는다.
abil	　　相手に{C1C}{C04}５pt{C1C}{C01}の\n　　ダメージをあたえる。	　　상대에게 {C1C}{C04}５pt{C1C}{C01}의\n　　대미지를 준다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C04}\n　　相手ＣＰの{C1B}{C01}{C1B}{C04}の数\n　　×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　　あたえる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C04}\n　　상대ＣＰ의 {C1B}{C01}{C1B}{C04} 수\n　　×{C1C}{C04}２pt{C1C}{C01}의 대미지를\n　　준다.
abil	　　相手に{C1C}{C04}５pt{C1C}{C01}の\n　　ダメージをあたえる。\n\n　{C1C}{C04}<しびれ>{C1C}{C01}\n　次のターン相手は{C1C}{C07}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。	　　상대에게 {C1C}{C04}５pt{C1C}{C01}의\n　　대미지를 준다.\n\n　{C1C}{C04}<마비>{C1C}{C01}\n　다음 턴 상대는 {C1C}{C07}●{C1C}{C01}의\n　대미지가 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C04}{C1B}{C04}\n　　相手ＣＰの{C1B}{C01}{C1B}{C04}の数\n　　×{C1C}{C04}３pt{C1C}{C01}のダメージを\n　　あたえる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C04}{C1B}{C04}\n　　상대ＣＰ의 {C1B}{C01}{C1B}{C04} 수\n　　×{C1C}{C04}３pt{C1C}{C01}의 대미지를\n　　준다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}\n　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<どく>{C1C}{C01}\n　次のターン相手は{C1C}{C05}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}\n　　상대에게 {C1C}{C04}３pt{C1C}{C01}의\n　　대미지를 준다.\n　{C1C}{C04}<독>{C1C}{C01}\n　다음 턴 상대는 {C1C}{C05}●{C1C}{C01}의\n　대미지가 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C03}\n　　相手に{C1C}{C04}５pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<スロウ>{C1C}{C01}\n　次のターン相手は必ず\n　{C1C}{C04}後攻{C1C}{C01}になる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C03}\n　　상대에게 {C1C}{C04}５pt{C1C}{C01}의\n　　대미지를 준다.\n　{C1C}{C04}<슬로>{C1C}{C01}\n　다음 턴 상대는 반드시\n　{C1C}{C04}후공{C1C}{C01}이 된다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C02}\n　　{C1C}{C04}自分ののこり体力の\n　　１／２{C1C}{C01}のダメージを\n　　あたえる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C02}\n　　{C1C}{C04}자신의 남은 체력의\n　　１／２{C1C}{C01}의 대미지를\n　　준다.
abil	　　{C1C}{C04}<ピンチブースト>{C1C}{C01}\n　　自分ののこり体力が\n　　{C1C}{C04}７pt以下{C1C}{C01}ならば\n　　{C1C}{C04}７pt{C1C}{C01}のダメージを\n　　あたえる。	　　{C1C}{C04}<핀치 부스트>{C1C}{C01}\n　　자신의 남은 체력이\n　　{C1C}{C04}７pt 이하{C1C}{C01}라면\n　　{C1C}{C04}７pt{C1C}{C01}의 대미지를\n　　준다.
abil	　　{C1C}{C04}<ピンチブースト>{C1C}{C01}\n　　自分ののこり体力が\n　　{C1C}{C04}３pt以下{C1C}{C01}ならば\n　　{C1C}{C04}１０pt{C1C}{C01}のダメージを\n　　あたえる。	　　{C1C}{C04}<핀치 부스트>{C1C}{C01}\n　　자신의 남은 체력이\n　　{C1C}{C04}３pt 이하{C1C}{C01}라면\n　　{C1C}{C04}１０pt{C1C}{C01}의 대미지를\n　　준다.
abil	　　相手に{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。	　　상대에게 {C1C}{C04}２pt{C1C}{C01}의\n　　대미지를 준다.
abil	　　相手に{C1C}{C04}１pt{C1C}{C01}の\n　　ダメージをあたえる。\n	　　상대에게 {C1C}{C04}１pt{C1C}{C01}의\n　　대미지를 준다.\n
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C01}\n　　相手に{C1C}{C04}６pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<やけど>{C1C}{C01}\n　次のターン相手は{C1C}{C04}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C01}\n　　상대에게 {C1C}{C04}６pt{C1C}{C01}의\n　　대미지를 준다.\n　{C1C}{C04}<화상>{C1C}{C01}\n　다음 턴 상대는 {C1C}{C04}●{C1C}{C01}의\n　대미지가 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	　　自分ＣＰの{C1B}{C01}の数\n　　×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　　あたえる。\n\n　{C1C}{C04}<やけど>{C1C}{C01}\n　次のターン相手は{C1C}{C04}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。	　　자신ＣＰ의 {C1B}{C01} 수\n　　×{C1C}{C04}２pt{C1C}{C01}의 대미지를\n　　준다.\n\n　{C1C}{C04}<화상>{C1C}{C01}\n　다음 턴 상대는 {C1C}{C04}●{C1C}{C01}의\n　대미지가 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	　　自分ＣＰの{C1B}{C02}の数\n　　×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　　あたえる。\n\n　{C1C}{C04}<どく>{C1C}{C01}\n　次のターン相手は{C1C}{C05}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。	　　자신ＣＰ의 {C1B}{C02} 수\n　　×{C1C}{C04}２pt{C1C}{C01}의 대미지를\n　　준다.\n\n　{C1C}{C04}<독>{C1C}{C01}\n　다음 턴 상대는 {C1C}{C05}●{C1C}{C01}의\n　대미지가 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	　　自分ＣＰの{C1B}{C03}の数\n　　×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　　あたえる。\n\n　{C1C}{C04}<こおり>{C1C}{C01}\n　次のターン相手は{C1C}{C06}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。	　　자신ＣＰ의 {C1B}{C03} 수\n　　×{C1C}{C04}２pt{C1C}{C01}의 대미지를\n　　준다.\n\n　{C1C}{C04}<얼음>{C1C}{C01}\n　다음 턴 상대는 {C1C}{C06}●{C1C}{C01}의\n　대미지가 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	　　自分ＣＰの{C1B}{C04}の数\n　　×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　　あたえる。\n\n　{C1C}{C04}<しびれ>{C1C}{C01}\n　次のターン相手は{C1C}{C07}●{C1C}{C01}の\n　ダメージが{C1C}{C04}倍{C1C}{C01}になる。	　　자신ＣＰ의 {C1B}{C04} 수\n　　×{C1C}{C04}２pt{C1C}{C01}의 대미지를\n　　준다.\n\n　{C1C}{C04}<마비>{C1C}{C01}\n　다음 턴 상대는 {C1C}{C07}●{C1C}{C01}의\n　대미지가 {C1C}{C04}2배{C1C}{C01}가 된다.
abil	　　自分ＣＰの\n　　{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}の合計数\n　　×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　　あたえる。\n　{C1C}{C04}<スロウ>{C1C}{C01}\n　次のターン相手は必ず\n　{C1C}{C04}後攻{C1C}{C01}になる。	　　자신ＣＰ의\n　　{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04} 합계수\n　　×{C1C}{C04}２pt{C1C}{C01}의 대미지를\n　　준다.\n　{C1C}{C04}<슬로>{C1C}{C01}\n　다음 턴 상대는 반드시\n　{C1C}{C04}후공{C1C}{C01}이 된다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C01}{C1B}{C01}{C1B}{C04}{C1B}{C04}\n　　相手に{C1C}{C04}１０pt{C1C}{C01}の\n　　ダメージをあたえる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C01}{C1B}{C01}{C1B}{C04}{C1B}{C04}\n　　상대에게 {C1C}{C04}１０pt{C1C}{C01}의\n　　대미지를 준다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}{C1B}{C04}\n　　自分ＣＰの\n　　{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}の合計数\n　　×{C1C}{C04}２pt{C1C}{C01}のダメージを\n　　あたえる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}{C1B}{C04}\n　　자신ＣＰ의\n　　{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04} 합계수\n　　×{C1C}{C04}２pt{C1C}{C01}의 대미지를\n　　준다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C02}{C1B}{C03}{C1B}{C04}\n　　相手に{C1C}{C04}３pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<かいふく>{C1C}{C01}\n　自分の体力を{C1C}{C04}１０pt{C1C}{C01}\n　かいふくする。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C02}{C1B}{C03}{C1B}{C04}\n　　상대에게 {C1C}{C04}３pt{C1C}{C01}의\n　　대미지를 준다.\n　{C1C}{C04}<회복>{C1C}{C01}\n　자신의 체력을 {C1C}{C04}１０pt{C1C}{C01}\n　회복한다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C01}{C1B}{C03}{C1B}{C03}\n　　相手に{C1C}{C04}７pt{C1C}{C01}の\n　　ダメージをあたえる。\n　{C1C}{C04}<ＣＰクラッシュ>{C1C}{C01}\n　相手ＣＰの{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}を\n　{C1C}{C04}すべて{C1C}{C01}こわす。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C01}{C1B}{C01}{C1B}{C01}{C1B}{C03}{C1B}{C03}\n　　상대에게 {C1C}{C04}７pt{C1C}{C01}의\n　　대미지를 준다.\n　{C1C}{C04}<ＣＰ크래시>{C1C}{C01}\n　상대ＣＰ{C1B}{C01}{C1B}{C02}{C1B}{C03}{C1B}{C04}을\n　{C1C}{C04}전부{C1C}{C01} 부순다.
abil	　　{C1C}{C04}<ｸﾘｽﾀﾙｱﾋﾞﾘﾃｨ>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C02}{C1B}{C04}{C1B}{C04}\n　　相手ＣＰの中で\n　　{C1C}{C04}一番多いクリスタル{C1C}{C01}\n　　の数×{C1C}{C04}２pt{C1C}{C01}の\n　　ダメージをあたえる。	　　{C1C}{C04}<크리스탈어빌>{C1C}{C01}\n　　ＣＰ：{C1B}{C02}{C1B}{C02}{C1B}{C04}{C1B}{C04}\n　　상대ＣＰ 중에서\n　　{C1C}{C04}가장 많은 크리스탈{C1C}{C01}\n　　의 수×{C1C}{C04}２pt{C1C}{C01}의\n　　대미지를 준다.
