# 카드 게임 글 원문(tools/pudtext.py) — 경로	형식	번호	원문
romdata/PUD/mgentryphase/text/en/secret/mg013.ptx	ptx	4	Conquer battle mode level 5.{00}
romdata/PUD/mgentryphase/text/en/secret/mg013.ptx	ptx	5	Score at least 20 points in trial mode.{00}
romdata/PUD/mgentryphase/text/en/secret/mg013.ptx	ptx	6	Score at least 30 points in trial mode.{00}
romdata/PUD/mgentryphase/text/en/secret/mg014.ptx	ptx	0	Conquer battle mode level 1.{00}
romdata/PUD/mgentryphase/text/en/secret/mg014.ptx	ptx	1	Conquer battle mode level 2.{00}
romdata/PUD/mgentryphase/text/en/secret/mg014.ptx	ptx	2	Conquer battle mode level 3.{00}
romdata/PUD/mgentryphase/text/en/secret/mg014.ptx	ptx	3	Conquer battle mode level 4.{00}
romdata/PUD/mgentryphase/text/en/secret/mg014.ptx	ptx	4	Conquer battle mode level 5.{00}
romdata/PUD/mgentryphase/text/en/secret/mg014.ptx	ptx	5	Conquer battle mode level 2 without being hit.{00}
romdata/PUD/mgentryphase/text/en/secret/mg014.ptx	ptx	6	Conquer battle mode level 5 without being hit.{00}
romdata/PUD/mgentryphase/text/en/secret/mg015.ptx	ptx	0	Finish trial mode within 5 minutes.{00}
romdata/PUD/mgentryphase/text/en/secret/mg015.ptx	ptx	1	Conquer battle mode level 3.{00}
romdata/PUD/mgentryphase/text/en/secret/mg015.ptx	ptx	2	Conquer battle mode level 4.{00}
romdata/PUD/mgentryphase/text/en/secret/mg015.ptx	ptx	3	Conquer battle mode level 5.{00}
romdata/PUD/mgentryphase/text/en/secret/mg015.ptx	ptx	4	Finish trial mode within 1 minute 30 seconds.{00}
romdata/PUD/mgentryphase/text/en/secret/mg015.ptx	ptx	5	Finish trial mode within 1 minute.{00}
romdata/PUD/mgentryphase/text/en/secret/mg015.ptx	ptx	6	Finish trial mode within 45 seconds.{00}
romdata/PUD/mgentryphase/text/en/secret/mg016.ptx	ptx	0	Conquer battle mode level 1.{00}
romdata/PUD/mgentryphase/text/en/secret/mg016.ptx	ptx	1	Conquer battle mode level 2.{00}
romdata/PUD/mgentryphase/text/en/secret/mg016.ptx	ptx	2	Conquer battle mode level 3.{00}
romdata/PUD/mgentryphase/text/en/secret/mg016.ptx	ptx	3	Conquer battle mode level 4.{00}
romdata/PUD/mgentryphase/text/en/secret/mg016.ptx	ptx	4	Conquer battle mode level 5.{00}
romdata/PUD/mgentryphase/text/en/secret/mg016.ptx	ptx	5	Conquer battle mode level 2 without being hit.{00}
romdata/PUD/mgentryphase/text/en/secret/mg016.ptx	ptx	6	Conquer battle mode level 4 without being hit.{00}
romdata/PUD/mgentryphase/text/en/trial/mg001.ptx	ptx	0	{1B}BRules{1B}{1B}\nLead the adamantoise to the top\nof the mountain!\nMaster the slopes and improve\nyour record!{00}
romdata/PUD/mgentryphase/text/en/trial/mg001.ptx	ptx	1	{1B}BRules{1B}{1B}\nRotate the adamantoise on the\nlower screen to control its\ndirection. Lift the stylus to send\nthe adamantoise into its shell,\nmaking it impervious to damage.{00}
romdata/PUD/mgentryphase/text/en/trial/mg002.ptx	ptx	0	{1B}BRules{1B}{1B}\nLead the adamantoise to\nrescue the cactuar!\nMaster the rapids and improve\nyour record!{00}
romdata/PUD/mgentryphase/text/en/trial/mg002.ptx	ptx	1	{1B}BRules{1B}{1B}\nRotate the adamantoise on the\nlower screen to control its\ndirection. Lift the stylus to send\nthe adamantoise into its shell,\nincreasing its speed.{00}
romdata/PUD/mgentryphase/text/en/trial/mg003.ptx	ptx	0	{1B}BRules{1B}{1B}\nSlide the chocobo to snatch as\nmany lasans as you can while\navoiding the fire and ice from\nabove!\nThree hits and its game over!{00}
romdata/PUD/mgentryphase/text/en/trial/mg003.ptx	ptx	1	{1B}BRules{1B}{1B}\nIf the chocobo is frozen or\non fire, tap it quickly with the\nstylus to remove the ailment.{00}
romdata/PUD/mgentryphase/text/en/trial/mg004.ptx	ptx	0	{1B}BRules{1B}{1B}\nSlide the chocobo to the\nupper screen to snatch as\nmany luchiles as you can\nwhile avoiding the fire!{00}
romdata/PUD/mgentryphase/text/en/trial/mg004.ptx	ptx	1	{1B}BRules{1B}{1B}\nIf the chocobo is frozen or\non fire, tap it quickly with the\nstylus to remove the ailment.{00}
romdata/PUD/mgentryphase/text/en/trial/mg005.ptx	ptx	0	{1B}BRules{1B}{1B}\nUse the stylus to draw leaves\nand launch the chocobo into\nthe air! Bump into a bomb\nmonster three times, and it's\ngame over!{00}
romdata/PUD/mgentryphase/text/en/trial/mg005.ptx	ptx	1	{1B}BRules{1B}{1B}\nSmaller leaves have more\nelasticity than bigger ones.\nWatch out for the bomb\nmonsters!{00}
romdata/PUD/mgentryphase/text/en/trial/mg006.ptx	ptx	0	{1B}BRules{1B}{1B}\nUse the stylus to draw leaves\nand redirect the chocobo!\nBag as many coins as you can!\nBump into Titan three times,\nand it's game over!{00}
romdata/PUD/mgentryphase/text/en/trial/mg006.ptx	ptx	1	{1B}BRules{1B}{1B}\nLeaves must be drawn\ndiagonally, or else the chocobo\nwill move straight through them.\nWalk over ▲ to slow down or\n▼ to speed up.{00}
romdata/PUD/mgentryphase/text/en/trial/mg007.ptx	ptx	0	{1B}BRules{1B}{1B}\nMove the magnifying glass by\nsliding the stylus!\nFind those fiery little\nchocolings!{00}
romdata/PUD/mgentryphase/text/en/trial/mg007.ptx	ptx	1	{1B}BRules{1B}{1B}\nOnce you've found a chocoling,\ncenter the magnifying glass\nabove it. Keep searching until\nthe timer runs out.{00}
romdata/PUD/mgentryphase/text/en/trial/mg009.ptx	ptx	0	{1B}BRules{1B}{1B}\nSwim through the sea tunnel\nwhile dodging any obstacles\nthat appear! Mess up once,\nand you'll end up as\nLeviathan's lunch!{00}
romdata/PUD/mgentryphase/text/en/trial/mg009.ptx	ptx	1	{1B}BRules{1B}{1B}\nQuickly slide the stylus up and\ndown to give the chocobo an\nupwards boost. Lifting the stylus\nfrom the touch screen will\ncause the chocobo to sink.{00}
romdata/PUD/mgentryphase/text/en/trial/mg011.ptx	ptx	0	{1B}BRules{1B}{1B}\nSwim through the sea tunnel\nwhile dodging any obstacles\nthat appear! Mess up once,\nand you'll end up as Leviathan's\nlunch!{00}
romdata/PUD/mgentryphase/text/en/trial/mg011.ptx	ptx	1	{1B}BRules{1B}{1B}\nQuickly slide the stylus up and\ndown to give the chocobo an\nupwards boost. Lifting the stylus\nfrom the screen will cause the\nchocobo to sink.{00}
romdata/PUD/mgentryphase/text/en/trial/mg013.ptx	ptx	0	{1B}BRules{1B}{1B}\nGather the scattered puzzle\npieces to build three different\nhouses! You'll receive a bonus\nfor completing a house.{00}
romdata/PUD/mgentryphase/text/en/trial/mg013.ptx	ptx	1	{1B}BRules{1B}{1B}\nControl the chocobo by sliding\nthe stylus. Land on a puzzle\npiece to pick it up, then release\nit over the house.{00}
romdata/PUD/mgentryphase/text/en/trial/mg015.ptx	ptx	0	{1B}BRules{1B}{1B}\nComplete the maze without\ntouching the electrified walls!\nMaster the maze!{00}
romdata/PUD/mgentryphase/text/en/trial/mg015.ptx	ptx	1	{1B}BRules{1B}{1B}\nSlide the stylus to move\nthrough the maze,\nbut watch your step.{00}
romdata/PUD/mgentryphase/text/ja/expl/mg001.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg001.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nキャラクターの後にある{1B}R戦士の魂{1B}{1B}に\n３回体当たりすると破壊できるよ。\n全ての{1B}R戦士の魂{1B}{1B}を破壊すると\n勝ちになるよ。\n{00}
romdata/PUD/mgentryphase/text/ja/expl/mg002.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg002.ptx	ptx	1	{1B}B＜アドバイス＞{1B}{1B}\n画面右下のアイテムアイコンで\nアイテムウィンドウを開き、\nアイテムを選択してつかう事で\nゲームを有利に進める事ができるよ。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg003.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg003.ptx	ptx	1	{1B}B＜アドバイス＞{1B}{1B}\n画面右下のアイテムアイコンで\nアイテムウィンドウを開き、\nアイテムを選択してつかう事で\nゲームを有利に進める事ができるよ。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg004.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg004.ptx	ptx	1	{1B}B＜アドバイス＞{1B}{1B}\n画面右下のアイテムアイコンで\nアイテムウィンドウを開き、\nアイテムを選択してつかう事で\nゲームを有利に進める事ができるよ。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg005.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg005.ptx	ptx	1	{1B}B＜アドバイス＞{1B}{1B}\n画面右下のアイテムアイコンで\nアイテムウィンドウを開き、\nアイテムを選択してつかう事で\nゲームを有利に進める事ができるよ。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg006.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg006.ptx	ptx	1	{1B}B＜アドバイス＞{1B}{1B}\n画面右下のアイテムアイコンで\nアイテムウィンドウを開き、\nアイテムを選択してつかう事で\nゲームを有利に進める事ができるよ。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg007.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg007.ptx	ptx	1	{1B}B＜アドバイス＞{1B}{1B}\n画面右下のアイテムアイコンで\nアイテムウィンドウを開き、\nアイテムを選択してつかう事で\nゲームを有利に進める事ができるよ。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg008.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg008.ptx	ptx	1	{1B}B＜アドバイス＞{1B}{1B}\n画面右下のアイテムアイコンで\nアイテムウィンドウを開き、\nアイテムを選択してつかう事で\nゲームを有利に進める事ができるよ。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg009.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg009.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボを魔石に当てると１ポイントが手に入ります。\n同じ色の魔石がぶつかるようにすると\nポイントがたくさんもらえるよ。\nポイントが多い人が勝ちになります。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg010.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg010.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボを魔石に当てると１ポイントが手に入ります。\n同じ色の魔石がぶつかるようにすると\nポイントがたくさんもらえるよ。\nポイントが多い人が勝ちになります。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg011.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg011.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボを魔石に当てると１ポイントが手に入ります。\n同じ色の魔石がぶつかるようにすると\nポイントがたくさんもらえるよ。\nポイントが多い人が勝ちになります。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg012.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg012.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボを魔石に当てると１ポイントが手に入ります。\n同じ色の魔石がぶつかるようにすると\nポイントがたくさんもらえるよ。\nポイントが多い人が勝ちになります。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg013.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg013.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボを魔石に当てると１ポイントが手に入ります。\n同じ色の魔石がぶつかるようにすると\nポイントがたくさんもらえるよ。\nポイントが多い人が勝ちになります。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg014.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg014.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボを魔石に当てると１ポイントが手に入ります。\n同じ色の魔石がぶつかるようにすると\nポイントがたくさんもらえるよ。\nポイントが多い人が勝ちになります。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg015.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg015.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボを魔石に当てると１ポイントが手に入ります。\n同じ色の魔石がぶつかるようにすると\nポイントがたくさんもらえるよ。\nポイントが多い人が勝ちになります。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg016.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nチョコボにタッチをして、\n{1B}Rパワーポイント{1B}{1B}を引っ張り\nチョコボを走らせよう！\n引っ張る長さによって、チョコボの\n進む距離が変わるぞ！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg016.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボを魔石に当てると１ポイントが手に入ります。\n同じ色の魔石がぶつかるようにすると\nポイントがたくさんもらえるよ。\nポイントが多い人が勝ちになります。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg017.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nタッチペンで{1B}R書いた線が\n葉っぱになって{1B}{1B}チョコボを高く\n飛ばしてくれるよ。\n誰よりも先に豆の木の\nテッペンを目指そう！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg017.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n大きな葉っぱよりも{1B}R小さな\n葉っぱの方が高く飛べる{1B}{1B}けど\nボムがいるので気をつけて\n飛んでね。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg018.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nタッチペンで{1B}R書いた線が\n葉っぱになって{1B}{1B}チョコボを高く\n飛ばしてくれるよ。\n誰よりも先に豆の木の\nテッペンを目指そう！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg018.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n大きな葉っぱよりも{1B}R小さな\n葉っぱの方が高く飛べる{1B}{1B}けど\nボムがいるので気をつけて\n飛んでね。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg019.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nタッチペンで{1B}R書いた線が\n葉っぱになって{1B}{1B}チョコボを高く\n飛ばしてくれるよ。\n誰よりも先に豆の木の\nテッペンを目指そう！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg019.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n大きな葉っぱよりも{1B}R小さな\n葉っぱの方が高く飛べる{1B}{1B}けど\nボムがいるので気をつけて\n飛んでね。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg020.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nタッチペンで{1B}R書いた線が\n葉っぱになって{1B}{1B}チョコボを高く\n飛ばしてくれるよ。\n誰よりも先に豆の木の\nテッペンを目指そう！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg020.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n大きな葉っぱよりも{1B}R小さな\n葉っぱの方が高く飛べる{1B}{1B}けど\nボムがいるので気をつけて\n飛んでね。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg021.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nタッチペンで{1B}R書いた線が\n葉っぱになって{1B}{1B}チョコボを高く\n飛ばしてくれるよ。\n誰よりも先に豆の木の\nテッペンを目指そう！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg021.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n大きな葉っぱよりも{1B}R小さな\n葉っぱの方が高く飛べる{1B}{1B}けど\nボムがいるので気をつけて\n飛んでね。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg022.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nタッチペンで{1B}R書いた線が\n葉っぱになって{1B}{1B}チョコボを高く\n飛ばしてくれるよ。\n誰よりも先に豆の木の\nテッペンを目指そう！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg022.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n大きな葉っぱよりも{1B}R小さな\n葉っぱの方が高く飛べる{1B}{1B}けど\nボムがいるので気をつけて\n飛んでね。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg023.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nタッチペンで{1B}R書いた線が\n葉っぱになって{1B}{1B}チョコボを高く\n飛ばしてくれるよ。\n誰よりも先に豆の木の\nテッペンを目指そう！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg023.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n大きな葉っぱよりも{1B}R小さな\n葉っぱの方が高く飛べる{1B}{1B}けど\nボムがいるので気をつけて\n飛んでね。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg024.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\nタッチペンで{1B}R書いた線が\n葉っぱになって{1B}{1B}チョコボを高く\n飛ばしてくれるよ。\n誰よりも先に豆の木の\nテッペンを目指そう！{00}
romdata/PUD/mgentryphase/text/ja/expl/mg024.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\n大きな葉っぱよりも{1B}R小さな\n葉っぱの方が高く飛べる{1B}{1B}けど\nボムがいるので気をつけて\n飛んでね。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg025.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\n下画面の虫眼鏡をタッチペンで\nスライドさせて、{1B}R黒こげの\nチョコボの子{1B}{1B}を探そう。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg025.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボの子を見つけたら\n上画面の、{1B}R真ん中に合わせて\nあげてね。{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/expl/mg026.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\n下画面の虫眼鏡をタッチペンで\nスライドさせて、{1B}R黒こげの\nチョコボの子{1B}{1B}を探そう。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg026.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボの子を見つけたら\n上画面の、{1B}R真ん中に合わせて\nあげてね。{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/expl/mg027.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\n下画面の虫眼鏡をタッチペンで\nスライドさせて、{1B}R黒こげの\nチョコボの子{1B}{1B}を探そう。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg027.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボの子を見つけたら\n上画面の、{1B}R真ん中に合わせて\nあげてね。{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/expl/mg028.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\n下画面の虫眼鏡をタッチペンで\nスライドさせて、{1B}R黒こげの\nチョコボの子{1B}{1B}を探そう。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg028.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボの子を見つけたら\n上画面の、{1B}R真ん中に合わせて\nあげてね。{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/expl/mg029.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\n下画面の虫眼鏡をタッチペンで\nスライドさせて、{1B}R黒こげの\nチョコボの子{1B}{1B}を探そう。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg029.ptx	ptx	1	{1B}B＜ルール＞{1B}{1B}\nチョコボの子を見つけたら\n上画面の、{1B}R真ん中に合わせて\nあげてね。{1B}{1B}{00}
romdata/PUD/mgentryphase/text/ja/expl/mg030.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\n下画面の虫眼鏡をタッチペンで\nスライドさせて、{1B}R黒こげの\nチョコボの子{1B}{1B}を探そう。{00}
romdata/PUD/mgentryphase/text/ja/expl/mg031.ptx	ptx	0	{1B}B＜ルール＞{1B}{1B}\n下画面の虫眼鏡をタッチペンで\nスライドさせて、{1B}R黒こげの\nチョコボの子{1B}{1B}を探そう。{00}
